"num" "sf" "shift" "Temp" "LM" "MW" "C" "N" "Rh" "O" "cansmi" "envlab" "ref"
"73" "RhMan0925-CMP114" "C41H33F3PRh" "681" 298 "C7D8" 716.5751906 41 0 1 0 "Fc1ccc(cc1)P([Rh]12345678(C9C4C7C8(C6C59)c4ccc5c(c4)cccc5)C4C3C3C2C1C4C3)(c1ccc(cc1)F)c1ccc(cc1)F" "C1C1C1C1P1C1C1C1C1C1C1" "https://doi.org/10.1039/C9DT02953B"
"74" "RhMan0925-CMP115" "H12O6Rh" "9925" 298 "H2O" 210.99718 0 0 1 6 "[OH2][Rh]([OH2])([OH2])([OH2])([OH2])[OH2]" "O1O1O1O1O1O1" "https://doi.org/10.1134/S003602361802002X"
"75" "RhMan0925-CMP116" "FH10O5Rh" "10621" 298 "H2O" 211.9803032 0 0 1 5 "[OH2][Rh](F)([OH2])([OH2])([OH2])[OH2]" "O1O1O1O1O1F1" "https://doi.org/10.1134/S003602361802002X"
"76" "RhMan0925-CMP137" "C51H38ClN4O3P2Rh" "-217" NA "CD2Cl2" 955.178442 51 4 1 3 "[O]#C[Rh]([P](=O)(c1nc2c(n1c1ccccc1)cccc2)(c1ccccc1)c1ccccc1)([P](=O)(c1nc2c(n1c1ccccc1)cccc2)(c1ccccc1)c1ccccc1)Cl" "P1P1Cl1C1" "https://doi.org/10.1002/asia.201701078"
"77" "RhMan0925-CMP138" "C51H42ClN6O5P2Rh" "-244" NA "CD2Cl2" 1019.222402 51 6 1 5 "[O]#C[Rh](P(c1nc2c(n1c1ccccc1)ccc(c2)N(=O)O)(c1ccccc1)c1ccccc1)(P(c1nc2c(n1c1ccccc1)cc(cc2)N(=O)O)(c1ccccc1)c1ccccc1)Cl" "P1P1Cl1C1" "https://doi.org/10.1002/asia.201701078"
"78" "RhMan0925-CMP139" "C51H42ClN6O5P2Rh" "-243" NA "CD2Cl2" 1019.222402 51 6 1 5 "[O]#C[Rh](P(c1nc2c(n1c1ccccc1)ccc(c2)N(=O)O)(c1ccccc1)c1ccccc1)(P(c1nc2c(n1c1ccccc1)cc(cc2)N(=O)O)(c1ccccc1)c1ccccc1)Cl" "P1P1Cl1C1" "https://doi.org/10.1002/asia.201701078"
"79" "RhMan0925-CMP140" "C51H44ClN8O9P2Rh" "-243" NA "CD2Cl2" 1113.249282 51 8 1 9 "[O]#C[Rh](P(c1nc2c(n1c1ccc(cc1)N(=O)O)ccc(c2)N(=O)O)(c1ccccc1)c1ccccc1)(P(c1nc2c(n1c1ccc(cc1)N(=O)O)cc(cc2)N(=O)O)(c1ccccc1)c1ccccc1)Cl" "P1P1Cl1C1" "https://doi.org/10.1002/asia.201701078"
"80" "RhMan0925-CMP141" "C53H46ClN4O3P2Rh" "-364" NA "CD2Cl2" 987.263362 53 4 1 3 "[O]#C[Rh]([P](=O)(C1=N(C)c2c(N1c1ccccc1)cccc2)(c1ccccc1)c1ccccc1)([P](=O)(C1=N(C)c2c(N1c1ccccc1)cccc2)(c1ccccc1)c1ccccc1)Cl" "P1P1Cl1C1" "https://doi.org/10.1002/asia.201701078"
"81" "RhMan0925-CMP142" "H12NO8Rh" "9905" 303 "H2O/HNO3" 257.00268 0 1 1 8 "ON(=O)O[Rh]([OH2])([OH2])([OH2])([OH2])[OH2]" "O1O1O1O1O1O1" "https://doi.org/10.1002/ejic.201600523"
"82" "RhMan0925-CMP143" "H12N2O10Rh" "9933" 303 "H2O/HNO3" 303.00818 0 2 1 10 "ON(=O)O[Rh](ON(=O)O)([OH2])([OH2])([OH2])[OH2]" "O1O1O1O1O1O1" "https://doi.org/10.1002/ejic.201600523"
"83" "RhMan0925-CMP144" "H12N2O10Rh" "9929" 303 "H2O/HNO3" 303.00818 0 2 1 10 "ON(=O)O[Rh](ON(=O)O)([OH2])([OH2])([OH2])[OH2]" "O1O1O1O1O1O1" "https://doi.org/10.1002/ejic.201600523"
"84" "RhMan0925-CMP145" "H12N3O12Rh" "9971" 303 "H2O/HNO3" 349.01368 0 3 1 12 "ON(=O)O[Rh](ON(=O)O)(ON(=O)O)([OH2])([OH2])[OH2]" "O1O1O1O1O1O1" "https://doi.org/10.1002/ejic.201600523"
"85" "RhMan0925-CMP146" "H12N3O12Rh" "9981" 303 "H2O/HNO3" 349.01368 0 3 1 12 "ON(=O)O[Rh](ON(=O)O)(ON(=O)O)([OH2])([OH2])[OH2]" "O1O1O1O1O1O1" "https://doi.org/10.1002/ejic.201600523"
"86" "RhMan0925-CMP147" "H12N4O14Rh" "10036" 303 "H2O/HNO3" 395.01918 0 4 1 14 "ON(=O)O[Rh](ON(=O)O)(ON(=O)O)(ON(=O)O)([OH2])[OH2]" "O1O1O1O1O1O1" "https://doi.org/10.1002/ejic.201600523"
"87" "RhMan0925-CMP148" "H12N4O14Rh" "10022" 303 "H2O/HNO3" 395.01918 0 4 1 14 "ON(=O)O[Rh](ON(=O)O)(ON(=O)O)(ON(=O)O)([OH2])[OH2]" "O1O1O1O1O1O1" "https://doi.org/10.1002/ejic.201600523"
"88" "RhMan0925-CMP149" "C23H46AlN2O4RhS2Si" "6799" 303 "C6D6" 636.724878 23 2 1 4 "CC[Si]([RhH2]1234([Al]5N(C(C)C=C(N5S(=O)(=O)C)C)S(=O)(=O)C)C5(C3(C2(C1(C45C)C)C)C)C)(CC)CC" "C1C1C1C1C1Si1H1H1Al1" "https://doi.org/10.1039/C5SC01309G"
"89" "RhMan0925-CMP150" "C45H74N2RhSiZn" "6626" 303 "C6D6" 839.453460000001 45 2 1 0 "CC[Si]([RhH2]1234([Zn]5N(C(C)C=C(N5c5c(cccc5C(C)C)C(C)C)C)c5c(cccc5C(C)C)C(C)C)C5(C3(C2(C1(C45C)C)C)C)C)(CC)CC" "C1C1C1C1C1Si1H1H1Zn1" "https://doi.org/10.1039/C5SC01309G"
"90" "RhMan0925-CMP151" "C45H74MgN2RhSi" "6829" 303 "C6D6" 798.37846 45 2 1 0 "CC[Si]([RhH2]1234([Mg]5N(C(C)C=C(N5c5c(cccc5C(C)C)C(C)C)C)c5c(cccc5C(C)C)C(C)C)C5(C3(C2(C1(C45C)C)C)C)C)(CC)CC" "C1C1C1C1C1Si1H1H1Mg1" "https://doi.org/10.1039/C5SC01309G"
"91" "RhMan0925-CMP153" "C40H37NO2P2RhS" "509" 300 "CD3OD/THF" 760.645302 40 1 1 2 "O=C1O[RhH2](N2=CSC=C12)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "H1H1P1P1O1N1" "https://doi.org/10.1007/s11243-012-9681-5"
"92" "RhMan0925-CMP154" "C72H65N2O4P3RhSW" "510" 300 "CD3OD/THF" 1434.029283 72 2 1 4 "C#C[W](P(c1ccc(cc1)C)(c1ccc(cc1)C)c1ccc(cc1)C)(N1=CC=C(C=C1)C1=N2C(=CS1)C(=O)O[RhH2]2(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1)(C#[O])(C#[O])C#C" "H1H1P1P1O1N1" "https://doi.org/10.1007/s11243-012-9681-5"
"93" "RhMan0925-CMP155" "H14O10RhS" "9892" NA "H2O/H2SO4" 309.07566 0 0 1 10 "[OH2][Rh]([OH2])([OH2])([OH2])([OH2])[OH2].OS(=O)(=O)O" "O1O1O1O1O1O1" "https://doi.org/10.1134/S0036023612020040"
"94" "RhMan0925-CMP160" "C32H32P2Rh" "-1014" 298 "CD2Cl2" 581.449502 32 0 1 0 "c1ccc(cc1)P1(CCP([Rh]234561C1C5C3C4C2C61)(c1ccccc1)c1ccccc1)c1ccccc1" "P1P1C1C1C1C1C1C1" "https://doi.org/10.1002/chem.201201587"
"95" "RhMan0925-CMP161" "C24H36P2Rh" "-1162" 298 "CD2Cl2" 489.395662 24 0 1 0 "CC1CCC(P21c1ccccc1P1([Rh]345672C2C6C4C5C3C72)C(C)CCC1C)C" "P1P1C1C1C1C1C1C1" "https://doi.org/10.1002/chem.201201587"
"96" "RhMan0925-CMP162" "C25H38P2Rh" "-1139" 298 "CD2Cl2" 503.422242 25 0 1 0 "CC1CCC(P21c1ccccc1P1([Rh]345672C2C3C6C7(C5C42)C)C(C)CCC1C)C" "P1P1C1C1C1C1C1C1" "https://doi.org/10.1002/chem.201201587"
"97" "RhMan0925-CMP163" "C28H44P2Rh" "-1116" 298 "CD3OD" 545.501982 28 0 1 0 "CCC1CCC(P21c1ccccc1P1([Rh]345672C2C6C4C5C3C72)C(CC)CCC1CC)CC" "P1P1C1C1C1C1C1C1" "https://doi.org/10.1002/chem.201201587"
"98" "RhMan0925-CMP164" "C31H50P2Rh" "-928" 298 "CD3OD" 587.581722 31 0 1 0 "CCC1CCC(P21c1ccccc1P1([Rh]345672C2C6(C4C5(C3C72C)C)C)C(CC)CCC1CC)CC" "P1P1C1C1C1C1C1C1" "https://doi.org/10.1002/chem.201201587"
"99" "RhMan0925-CMP166" "C2B33O2RhSn3" "-1257" 298 "CD2Cl2" 871.791700000001 2 0 1 2 "[O]#C[Rh]([Sn]1234[B]567[B]892[B]2%101[B]1%113[B]3%1245[B]457[B]768[B]69%10[B]8213[B]%11%124[B]5768)([Sn]1234[B]567[B]892[B]2%101[B]1%113[B]3%1245[B]457[B]768[B]69%10[B]8213[B]%11%124[B]5768)([Sn]1234[B]567[B]892[B]2%101[B]1%113[B]3%1245[B]457[B]768[B]69%10[B]8213[B]%11%124[B]5768)C#[O]" "Sn1Sn1Sn1C1C1" "https://doi.org/10.1021/om200301v"
"100" "RhMan0925-CMP168" "C30H27BF4NO2PRh" "-391" 228 "CDCl3" 654.2247538 30 1 1 2 "F[B](F)(F)F.CN(P1(Oc2cc3ccccc3cc2-c2c(O1)cc1ccccc1c2)[Rh]123C4=C3CCC1=C2CC4)C" "P1C1C1C1C1" "https://doi.org/10.1002/chem.201101793"
"101" "RhMan0925-CMP169" "C52H46BF4N2O4P2Rh" "-374" 228 "CDCl3" 1014.5902748 52 2 1 4 "F[B](F)(F)F.CN(P1(Oc2cc3ccccc3cc2-c2c(O1)cc1ccccc1c2)[Rh]123(C4=C3CCC1=C2CC4)P1(Oc2cc3ccccc3cc2-c2c(O1)cc1ccccc1c2)N(C)C)C" "P1C1C1C1C1P1" "https://doi.org/10.1002/chem.201101793"
"102" "RhMan0925-CMP170" "C51H46BF4N2O4P2Rh" "-268" 297 "CD2Cl2" 1002.5795748 51 2 1 4 "F[B](F)(F)F.CN(P1(Oc2cc3ccccc3cc2-c2c(O1)cc1ccccc1c2)[Rh]123(C4C3C3C2C1C4C3)P1(Oc2cc3ccccc3cc2-c2c(O1)cc1ccccc1c2)N(C)C)C" "P1P1C1C1C1C1" "https://doi.org/10.1002/chem.201101793"
"103" "RhMan0925-CMP171" "C51H46F6N2O4P2RhSb" "-620" 297 "CD2Cl2" 1151.5253812 51 2 1 4 "F[Sb](F)(F)(F)(F)F.CN(P1(Oc2cc3ccccc3cc2-c2c(O1)cc1ccccc1c2)[Rh]123(C4C3C3C2C1C4C3)P1(Oc2cc3ccccc3cc2-c2c(O1)cc1ccccc1c2)N(C)C)C" "P1P1C1C1C1C1" "https://doi.org/10.1002/chem.201101793"
"104" "RhMan0925-CMP172" "C56H51F6N3O7P2RhSb" "324" 183 "CD2Cl2" 1278.6234812 56 3 1 7 "F[Sb](F)(F)(F)(F)F.COC(=O)/C(=C\c1ccccc1)/N/C(=[O]/[Rh](P1(Oc2cc3ccccc3cc2-c2c(O1)cc1ccccc1c2)N(C)C)P1(Oc2cc3ccccc3cc2-c2c(O1)cc1ccccc1c2)N(C)C)/C" "P1P1O1" "https://doi.org/10.1002/chem.201101793"
"105" "RhMan0925-CMP173" "C56H51F6N3O7P2RhSb" "617" 183 "CD2Cl2" 1278.6234812 56 3 1 7 "F[Sb](F)(F)(F)(F)F.COC(=O)/C(=C/c1ccccc1)/N/C(=[O]/[Rh](P1(Oc2cc3ccccc3cc2-c2c(O1)cc1ccccc1c2)N(C)C)P1(Oc2cc3ccccc3cc2-c2c(O1)cc1ccccc1c2)N(C)C)/C" "P1P1O1" "https://doi.org/10.1002/chem.201101793"
"106" "RhMan0925-CMP174" "C55H53F6N3O7P2RhSb" "-849" 297 "CD2Cl2" 1268.6286612 55 3 1 7 "F[Sb](F)(F)(F)(F)F.CONC(C(=O)OC)CC12C3[Rh]4562(C1C5C6C34)(P1(Oc2cc3ccccc3cc2-c2c(O1)cc1ccccc1c2)N(C)C)P1(Oc2cc3ccccc3cc2-c2c(O1)cc1ccccc1c2)N(C)C" "P1P1C1C1C1C1C1C1" "https://doi.org/10.1002/chem.201101793"
"107" "RhMan0925-CMP175" "C29H29ClO2Rh" "8340" 300 "CD2Cl2" 547.89786 29 0 1 2 "O=C(C12C3[Rh]4567892(C1(C(=O)c1ccccc1)C5C34)C1(C8(C7(C6(C91C)C)C)C)C)c1ccccc1.Cl" "C1C1C1C1C1C1C1C1C1C1" "https://doi.org/10.1002/ejic.201100226"
"108" "RhMan0925-CMP193" "C38H28ClF4O2PRh" "325" NA "CD2Cl2" 761.9535938 38 0 1 2 "Fc1c(F)c(F)c2c3c1cccc3P1([Rh]345([F]2)(Cl)C2C5CCC3C4CC2)Oc2ccc3c(c2-c2c(O1)ccc1c2cccc1)cccc3" "P1F5Cl1C1C1C1C1" "https://doi.org/10.1021/om100261e"
"109" "RhMan0925-CMP195" "H8O10RhS" "9901" NA "H2O/H2SO4" 303.02802 0 0 1 10 "O[Rh](O)(O)(O)(O)O.OS(=O)(=O)O" "O1O1O1O1O1O1" "https://doi.org/10.1134/S1070328409110062"
"110" "RhMan0925-CMP198" "C15H24O6Rh" "8349" NA "CD2Cl2" 403.25296 15 0 1 6 "CC1C=C(C)O[Rh]23(O1)(OC(C)C=C(O3)C)OC(C)C=C(O2)C" "O1O1O1O1O1O1" "https://doi.org/10.1039/B906883J"
"111" "RhMan0925-CMP199" "C2Cl2O2Rh" "118" NA "CD2Cl2" 243.94286 2 0 1 2 "[Rh].Cl.Cl.O.O.C.C" "C1C1Cl1Cl1" "https://doi.org/10.1039/B906883J"
"112" "RhMan0925-CMP200" "H8O10RhS" "9889" 300 "H2O/H2SO4" 303.02802 0 0 1 10 "O[Rh](O)(O)(O)(O)O.OS(=O)(=O)O" "O1O1O1O1O1O1" "https://doi.org/10.1134/S1070328409080041"
"113" "RhMan0925-CMP201" "CH9O9RhS" "9883" 300 "H2O/H2SO4" 300.04726 1 0 1 9 "OS(=O)(=O)O[Rh](O)(O)(O)(O)(O)C" "O1O1O1O1O1C1O1" "https://doi.org/10.1134/S1070328409080041"
"114" "RhMan0925-CMP202" "CH8O8RhS" "9813" 300 "H2O/H2SO4" 283.03992 1 0 1 8 "C[Rh](OS(=O)(=O)O)(O)(O)(O)O" "O1O1O1O1O1C1" "https://doi.org/10.1134/S1070328409080041"
"115" "RhMan0925-CMP203" "H4O10RhS2" "9742" 300 "H2O/H2SO4" 331.06126 0 0 1 10 "O[Rh](OS(=O)(=O)O)(OS(=O)(=O)O)O" "O1O1O1O1" "https://doi.org/10.1134/S1070328409080041"
"116" "RhMan0925-CMP204" "H4O10RhS2" "9692" 300 "H2O/H2SO4" 331.06126 0 0 1 10 "O[Rh](OS(=O)(=O)O)(OS(=O)(=O)O)O" "O1O1O1O1" "https://doi.org/10.1134/S1070328409080041"
"117" "RhMan0925-CMP205" "H3O12RhS3" "9650" 300 "H2O/H2SO4" 394.11712 0 0 1 12 "OS(=O)(=O)O[Rh](OS(=O)(=O)O)OS(=O)(=O)O" "O1O1O1" "https://doi.org/10.1134/S1070328409080041"
"118" "RhMan0925-CMP206" "H12N6O12Rh" "5628" 300 "H2O" 391.03378 0 6 1 12 "ON(=O)[Rh](N(=O)O)(N(=O)O)(N(=O)O)(N(=O)O)N(=O)O" "N1N1N1N1N1N1" "https://doi.org/10.1134/S003602360908018X"
"119" "RhMan0925-CMP207" "H11N5O11Rh" "5752" 300 "H2O" 360.01974 0 5 1 11 "ON(=O)[Rh](N(=O)O)(N(=O)O)(N(=O)O)(N(=O)O)O" "O1N1N1N1N1N1" "https://doi.org/10.1134/S003602360908018X"
"120" "RhMan0925-CMP209" "H7N2O7Rh" "6467" 300 "H2O" 249.97028 0 2 1 7 "ON(=O)[Rh](N(=O)O)(O)(O)O" "N1O1N1O1O1" "https://doi.org/10.1134/S003602360908018X"
"121" "RhMan0925-CMP223" "C47H48OP2RhS" "259" 298 "CDCl3" 825.801442000001 47 0 1 1 "Cc1ccc(cc1)S(=O)(C1=P(c2ccccc2)(c2ccccc2)c2ccccc2P([Rh]2341C1C4CCC2C3CC1)(c1ccccc1)c1ccccc1)C" "P1C1C1C1C1C1" "https://doi.org/10.1021/ic802104f"
"122" "RhMan0925-CMP224" "C47H51ClOP2RhS" "170" 298 "CDCl3" 864.278262 47 0 1 1 "Cc1ccc(cc1)S(=O)(C1P(c2ccccc2)(c2ccccc2)c2ccccc2P([Rh]2341C1C4CCC2C3CC1)(c1ccccc1)c1ccccc1)C.Cl" "P1C1C1C1C1C1" "https://doi.org/10.1021/ic802104f"
"123" "RhMan0925-CMP225" "C31H37FeRh" "-275" 298 "C6D6" 568.37598 31 0 1 0 "CCC12C3[Fe]4567892(C1[C]15=C(C)[C]25=[C]%10(C(=[C]341)C)C1[Rh]34%11%122%10(C5C13CC)C1C%12CCC4C%11CC1)C1C8C7C6C91" "C1C1C1C1C1C1C1C1C1" "https://doi.org/10.1002/ejic.200800920"
"124" "RhMan0925-CMP226" "C31H37RhRu" "-281" 298 "C6D6" 613.60098 31 0 1 0 "CCC12C3[Ru]4567892(C1[C]15=C(C)[C]25=[C]%10(C(=[C]341)C)C1[Rh]34%11%122%10(C5C13CC)C1C%12CCC4C%11CC1)C1C8C7C6C91" "C1C1C1C1C1C1C1C1C1" "https://doi.org/10.1002/ejic.200800920"
"125" "RhMan0925-CMP227" "C31H37RhRu" "-245" 298 "C6D6" 613.60098 31 0 1 0 "CCC12C3[Ru]4567892(C1[C]15=C(C)[C]25=[C]%10(C(=[C]341)C)C1[Rh]34%11%122%10(C5C13CC)C1C%12CCC4C%11CC1)C1C8C7C6C91" "C1C1C1C1C1C1C1C1C1" "https://doi.org/10.1002/ejic.200800920"
"126" "RhMan0925-CMP228" "C31H37BCoF4Rh" "-271" 298 "C6D6" 658.2687928 31 0 1 0 "F[B](F)(F)F.CCC12C3[Co]4567892(C1[C]15=C(C)[C]25=[C]%10(C(=[C]341)C)C1[Rh]34%11%122%10(C5C13CC)C1C%12CCC4C%11CC1)C1C8C7C6C91" "C1C1C1C1C1C1C1C1C1" "https://doi.org/10.1002/ejic.200800920"
"127" "RhMan0925-CMP229" "C26H26F3N2O5PRhS" "731" 298 "CD3CN" 669.4345106 26 2 1 5 "FC(S(=O)(=O)O)(F)F.[O]#C[Rh]1(C#[O])CP(c2ccccc2)(c2ccccc2)c2c(N3C1N(C)CC3)cccc2" "C1C1C1C1" "https://doi.org/10.1021/ja801159v"
"128" "RhMan0925-CMP230" "C17H19F3N4O5RhS" "542" 298 "CD3CN" 551.3222696 17 4 1 5 "FC(S(=O)(=O)O)(F)F.[O]#C[Rh]1(C#[O])C2N(C)CCN2c2c(N3C1N(C)C=C3)cccc2" "C1C1C1C1" "https://doi.org/10.1021/ja801159v"
"129" "RhMan0925-CMP231" "C36H31F3O5P2RhS" "983" 298 "CD3CN" 797.5415716 36 0 1 5 "FC(S(=O)(=O)O)(F)F.[O]#C[Rh]1(C#[O])C2CC1P(c1ccccc1)(c1ccccc1)c1c(P2(c2ccccc2)c2ccccc2)cccc1" "C1C1C1C1" "https://doi.org/10.1021/ja801159v"
"130" "RhMan0925-CMP232" "H9NO9Rh" "9902" 300 "H2O/H3PO4" 269.97826 0 1 1 9 "O[Rh](O)(O)(O)(O)O.ON(=O)O" "O1O1O1O1O1O1" "https://doi.org/10.1134/S0036023608050148"
"131" "LC2008-CMP1" "C51H43NP2Rh" "-687" 300 "toluene-d8" 834.746842 51 1 1 0 "c1ccc(cc1)C#C[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)C#Nc1ccccc1" "C1C1P1P1" "L. Carlton, L. V. Mokoena and M. A. Fernandes, Inorg. Chem., 2008, 47, 8696."
"132" "LC2008-CMP2" "C39H61N6O7P2Rh" "-70" 223 "toluene" 890.790662000001 39 6 1 7 "CCCCCCCCC(=O)[Rh]([P](=NCC)(c1ccccc1)(N(C=O)CC)N(C=O)CC)([P](=NCC)(c1ccccc1)(N(C=O)CC)N(C=O)CC)(C#[O])C#[O]" "C1C1C1P1P1" "S. C. van der Slot, P. C. J. Kamer, P. W. N. M van Leeuwen, J. A. Iggo and B. T. Heaton, Organometallics, 2001, 20, 430."
"133" "LC2008-CMP3" "C14H17Rh" "-374" 193 "toluene-d8" 288.19028 14 0 1 0 "CC1=CC=CC2C1[Rh]134562(CC1)C1C5C4C3C61" "C1C1C1C1C1C1C1C1C1" "C. Godard, P. Callaghan, J. L. Cunningham, S. B. Duckett, J. A. B. Lohman and R. N. Perutz, J. Chem. Soc. Chem. Commun., 2002, 2836."
"134" "LC2008-CMP4" "C14H17Rh" "-333" 193 "toluene-d8" 288.19028 14 0 1 0 "CC1=CC=CC2C1[Rh]134562(CC1)C1C5C4C3C61" "C1C1C1C1C1C1C1C1C1" "C. Godard, P. Callaghan, J. L. Cunningham, S. B. Duckett, J. A. B. Lohman and R. N. Perutz, J. Chem. Soc. Chem. Commun., 2002, 2836."
"135" "LC2008-CMP5" "C9H13Rh" "-945" 300 "acetone" 224.10502 9 0 1 0 "C1C[Rh]234561(CC2)C1C5C4C3C61" "C1C1C1C1C1C1C1C1C1" "E. Maurer, S. Rieker, M. Schollbach, A. Schwenk, T. Egolf and W. von Philipsborn, Helv. Chim. Acta, 1982, 65, 26."
"136" "LC2008-CMP6" "C25H25PRh" "-1039" 310 "THF" 459.345261 25 0 1 0 "c1ccc(cc1)P([Rh]12345(CC1)C1C4C3C2C51)(c1ccccc1)c1ccccc1" "C1C1C1C1C1C1C1P1" "R. Benn, H. Brenneke and A. Rufińska, J. Organomet. Chem., 1987, 320, 115."
"137" "LC2008-CMP7" "C26H27PRh" "-1116" 298 "DCCl3" 473.371841 26 0 1 0 "C1=CC=CC(C=C1)P1(C2C=CC=CC=C2)C2C=CC=CC3[Rh]45671(C23)C1C6C5C4C71" "P1C1C1C1C1C1C1C1" "M. Herberhold, W. Milius and S. Eibl, Z. Anorg. Allg. Chem., 1999, 625, 341."
"138" "LC2008-CMP15" "C14H19Rh" "-265" 298 "DCCl3/Et2O" 290.20616 14 0 1 0 "C/C=[Rh](=C\C)/C1C(C)Cc2c1cccc2" "C1C2C2" "H. Schumann, O. Stenzel, S. Dechert, F. Girgsdies and R. L. Halterman, Organometallics, 2001, 20, 5360."
"139" "LC2008-CMP20" "C48H41NPRh" "-187" 230 "THF" 765.725101 48 1 1 0 "c1ccc(cc1)P(c1ccccc1)(c1ccccc1)[RhH][NH2](C1c2ccccc2C=Cc2c1cccc2)C1c2ccccc2C=Cc2c1cccc2" "P1H1N1" "P. Maire, T. Büttner, F. Breher, P. Le Floch and H. Grützmacher, Angew. Chem. Int. Ed., 2005, 44, 6318."
"140" "LC2008-CMP21" "C48H41NPRh" "-38" 298 "THF" 765.725101 48 1 1 0 "c1ccc(cc1)P(c1ccccc1)(c1ccccc1)[RhH][NH2](C1c2ccccc2C=Cc2c1cccc2)C1c2ccccc2C=Cc2c1cccc2" "P1H1N1" "P. Maire, T. Büttner, F. Breher, P. Le Floch and H. Grützmacher, Angew. Chem. Int. Ed., 2005, 44, 6318."
"141" "LC2008-CMP22" "C54H45ClP2Rh" "210" 248 "CD2Cl2" 894.241122 54 0 1 0 "c1ccc(cc1)P(C1c2ccccc2C=Cc2c1cccc2)(c1ccccc1)[Rh]P(C1c2ccccc2C=Cc2c1cccc2)(c1ccccc1)c1ccccc1.Cl" "P1P1" "F. Breher, H. Rüegger, M. Mlakar, M. Rudolph, S. Deblon, H. Schönberg, S. Boulmaâz, J. Thomaier and H. Grützmacher, Chem. Eur. J., 2004, 10, 641."
"142" "LC2008-CMP23" "C54H45ClP2Rh" "-253" 248 "CD2Cl2" 894.241122 54 0 1 0 "c1ccc(cc1)P(C1c2ccccc2C=Cc2c1cccc2)(c1ccccc1)[Rh]P(C1c2ccccc2C=Cc2c1cccc2)(c1ccccc1)c1ccccc1.Cl" "P1P1" "F. Breher, H. Rüegger, M. Mlakar, M. Rudolph, S. Deblon, H. Schönberg, S. Boulmaâz, J. Thomaier and H. Grützmacher, Chem. Eur. J., 2004, 10, 641."
"143" "LC2008-CMP24" "C56H49ClNP2Rh" "381" 213 "CD2Cl2" 936.300982 56 1 1 0 "CC#N[Rh](P(C1c2ccccc2C=Cc2c1cccc2)(c1ccccc1)c1ccccc1)P(C1c2ccccc2C=Cc2c1cccc2)(c1ccccc1)c1ccccc1.Cl" "P1P1N1" "F. Breher, H. Rüegger, M. Mlakar, M. Rudolph, S. Deblon, H. Schönberg, S. Boulmaâz, J. Thomaier and H. Grützmacher, Chem. Eur. J., 2004, 10, 641."
"144" "LC2008-CMP25" "C48H36N2PRh" "838" 200 "THF" 774.692101 48 2 1 0 "c1ccc(cc1)P([Rh](N=c1c2ccccc2ccc2c1cccc2)N=c1c2ccccc2ccc2c1cccc2)(c1ccccc1)c1ccccc1" "N1N1P1" "P. Maire, T. Büttner, F. Breher, P. Le Floch and H. Grützmacher, Angew. Chem. Int. Ed., 2005, 44, 6318."
"145" "LC2008-CMP26" "C26H30BN2PRh" "1175" NA "C6D6" 515.220061 26 2 1 0 "Cc1nn(c(c1)C)B[Rh]P(C1=CC=CC=CC1)(C1C=CC=CC=C1)C1C=CC=CC=C1" "B1P1" "M. Herberhold, S. Eibl, W. Milius and B. Wrackmeyer, Z. Anorg. Allg. Chem., 2000, 626, 552."
"146" "LC2008-CMP27" "C38H39NO3P2Rh" "340" 300 "CD3OD" 722.574182 38 1 1 3 "COC(=O)C12NC(=[O][Rh]32(C1c1ccccc1)P(CCP3(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)C" "O1C1C1P1P1" "B. R. Bender, M. Koller, D. Nanz and W. Von Philipsborn, J. Am. Chem. Soc., 1993, 115, 5889."
"147" "LC2008-CMP28" "C41H45NO3P2Rh" "304" 300 "CD3OD" 764.653922 41 1 1 3 "CC1=[O][Rh]23(C(N1)(C2c1ccccc1)C(=O)OC(C)(C)C)P(CCP3(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1" "O1C1C1P1P1" "B. R. Bender, M. Koller, D. Nanz and W. Von Philipsborn, J. Am. Chem. Soc., 1993, 115, 5889."
"148" "LC2008-CMP29" "C37H37NO3P2Rh" "315" 300 "CD3OD" 708.547602 37 1 1 3 "CC1=[O][Rh]23(C(N1)(C2c1ccccc1)C(=O)O)P(CCP3(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1" "O1C1C1P1P1" "B. R. Bender, M. Koller, D. Nanz and W. Von Philipsborn, J. Am. Chem. Soc., 1993, 115, 5889."
"149" "LC2008-CMP30" "C42H39NO3P2Rh" "310" 300 "CD3OD" 770.616982 42 1 1 3 "OC(=O)C12NC(=[O][Rh]32(C1c1ccccc1)P(CCP3(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1" "O1C1C1P1P1" "B. R. Bender, M. Koller, D. Nanz and W. Von Philipsborn, J. Am. Chem. Soc., 1993, 115, 5889."
