"num" "sf" "shift" "Temp" "LM" "MW" "C" "N" "Rh" "O" "cansmi" "envlab" "ref"
"366" "LC2008-CMP450" "C52H50BF4P4Rh" "-1155" 298 "CD2Cl2" 988.5585568 52 0 1 0 "c1ccc(cc1)P(c1ccccc1)([Rh]P(c1ccccc1)(c1ccccc1)CCP(c1ccccc1)c1ccccc1)CCP(c1ccccc1)c1ccccc1.F[B](F)(F)F" "P1P1" "J. M. Ernsting, C. J. Elsevier, W. G. J. de Lange and K. Timmer, Magn. Reson. Chem., 1991, 29, S118."
"367" "LC2008-CMP451" "C53H51F3O3P4RhS" "-1172" 298 "CD2Cl2" 1051.8309936 53 0 1 3 "c1ccc(cc1)P(c1ccccc1)([Rh]P(c1ccccc1)(c1ccccc1)CCP(c1ccccc1)c1ccccc1)CCP(c1ccccc1)c1ccccc1.FC(S(=O)(=O)O)(F)F" "P1P1" "J. M. Ernsting, C. J. Elsevier, W. G. J. de Lange and K. Timmer, Magn. Reson. Chem., 1991, 29, S118."
"368" "LC2008-CMP452" "C52H47ClO4P4Rh" "-641" 298 "CD2Cl2" 998.180724 52 0 1 4 "c1ccc(cc1)P(c1ccccc1)([Rh]P(c1ccccc1)(c1ccccc1)/C=C/P(c1ccccc1)c1ccccc1)/C=C/P(c1ccccc1)c1ccccc1.O[Cl](=O)(=O)=O" "P1P1" "J. M. Ernsting, C. J. Elsevier, W. G. J. de Lange and K. Timmer, Magn. Reson. Chem., 1991, 29, S118."
"369" "LC2008-CMP453" "C60H45ClF24P4Rh" "-1179" 298 "acetone" 1484.2145208 60 0 1 0 "FC(c1ccc(cc1)P1(CCP([Rh]21P(CCP2(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(F)F.Cl" "P1P1P1P1" "J. M. Ernsting, C. J. Elsevier, W. G. J. de Lange and K. Timmer, Magn. Reson. Chem., 1991, 29, S118."
"370" "LC2008-CMP454" "C60H44F30P5Rh" "-1215" 298 "acetone" 1592.717761 60 0 1 0 "F[P](F)(F)(F)(F)F.FC(c1ccc(cc1)P1(CCP([Rh]21P(CCP2(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(F)F" "P1P1P1P1" "J. M. Ernsting, C. J. Elsevier, W. G. J. de Lange and K. Timmer, Magn. Reson. Chem., 1991, 29, S118."
"371" "LC2008-CMP455" "C52H13ClF40P4Rh" "163" 298 "CD2Cl2" 1659.849292 52 0 1 0 "Fc1c(F)c(F)c(c(c1P1(CCP([Rh]21P(CCP2(c1c(F)c(F)c(c(c1F)F)F)c1c(F)c(F)c(c(c1F)F)F)(c1c(F)c(F)c(c(c1F)F)F)c1c(F)c(F)c(c(c1F)F)F)(c1c(F)c(F)c(c(c1F)F)F)c1c(F)c(F)c(c(c1F)F)F)c1c(F)c(F)c(c(c1F)F)F)F)F.Cl" "P1P1P1P1" "J. M. Ernsting, C. J. Elsevier, W. G. J. de Lange and K. Timmer, Magn. Reson. Chem., 1991, 29, S118."
"372" "LC2008-CMP456" "C52H12F46P5Rh" "-671" 298 "CD2Cl2" 1768.3525322 52 0 1 0 "F[P](F)(F)(F)(F)F.Fc1c(F)c(F)c(c(c1P1(CCP([Rh]21P(CCP2(c1c(F)c(F)c(c(c1F)F)F)c1c(F)c(F)c(c(c1F)F)F)(c1c(F)c(F)c(c(c1F)F)F)c1c(F)c(F)c(c(c1F)F)F)(c1c(F)c(F)c(c(c1F)F)F)c1c(F)c(F)c(c(c1F)F)F)c1c(F)c(F)c(c(c1F)F)F)F)F" "P1P1P1P1" "J. M. Ernsting, C. J. Elsevier, W. G. J. de Lange and K. Timmer, Magn. Reson. Chem., 1991, 29, S118."
"373" "LC2008-CMP457" "C67H71BCl3N6P4Rh" "1225" 298 "CD2Cl2" 1304.291384 67 6 1 0 "c1ccc(cc1)P1(CCP([Rh]21P(CCP2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1.Cc1nn(c(c1Cl)C)[BH](n1nc(c(c1C)Cl)C)n1nc(c(c1C)Cl)C" "P1P1P1P1" "M. Paneque, S. Siŕol, M. Trujillo, E. Carmona, E. Gutiérrez-Puebla, M. A. Monge, C. Ruiz, F. Malbosc, C. Serra-Le Berre, P. Kalck, M. Etienne and J. C. Daran, Chem. Eur. J., 2001, 7, 3869."
"374" "LC2008-CMP458" "C34H45ClO12P4Rh" "-731" NA "CD2Cl2" 907.967444 34 0 1 12 "CO[P](=O)(C(P(=O)(OC)OC)(c1ccccc1)c1ccccc1)([Rh][P](=O)(C(P(=O)(OC)OC)(c1ccccc1)c1ccccc1)(OC)OC)OC.Cl" "P1P1" "M. Gouygou, O. Tissot, J.-C. Daran and G. G. A. Balavoine, Organometallics, 1997, 16, 1008."
"375" "LC2008-CMP459" "C54H50N3P3Rh" "-70" 300 "DCCl3" 936.821683 54 3 1 0 "N=N=N[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "P1P1N1P1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"376" "LC2008-CMP460" "C54H50N3P3Rh" "-92" 247 "DCCl3" 936.821683 54 3 1 0 "N=N=N[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "P1P1N1P1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"377" "LC2008-CMP461" "C55H48NOP3Rh" "-168" 300 "DCCl3" 934.802503 55 1 1 1 "O=C=N[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "P1P1P1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"378" "LC2008-CMP462" "C55H48NOP3Rh" "-192" 247 "DCCl3" 934.802503 55 1 1 1 "O=C=N[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "P1P1P1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"379" "LC2008-CMP463" "C55H48NP3RhS" "-156" 300 "DCCl3" 950.868103 55 1 1 0 "S=C=N[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "P1P1P1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"380" "LC2008-CMP464" "C55H48NP3RhS" "-186" 247 "DCCl3" 950.868103 55 1 1 0 "S=C=N[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "P1P1P1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"381" "LC2008-CMP465" "C56H48N3P3Rh" "-214" 300 "DCCl3" 958.827203 56 3 1 0 "N#CN([Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1)C#N" "P1P1P1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"382" "LC2008-CMP466" "C56H48N3P3Rh" "-255" 247 "DCCl3" 958.827203 56 3 1 0 "N#CN([Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1)C#N" "P1P1P1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"383" "LC2008-CMP467" "C73H64BNP3Rh" "-98" 300 "DCCl3" 1161.933743 73 1 1 0 "c1ccc(cc1)[B](c1ccccc1)(c1ccccc1)C#N[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "P1P1P1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"384" "LC2008-CMP468" "C73H64BNP3Rh" "-145" 247 "DCCl3" 1161.933743 73 1 1 0 "c1ccc(cc1)[B](c1ccccc1)(c1ccccc1)C#N[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "P1P1P1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"385" "LC2008-CMP469" "C41H40N4P2Rh" "170" 247 "toluene-d8" 753.636122 41 4 1 0 "N=N=N[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N1=CC=CC=C1" "P1P1N1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"386" "LC2008-CMP470" "C42H38N2OP2Rh" "156" 247 "toluene-d8" 751.616942 42 2 1 1 "O=C=N[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N1=CC=CC=C1" "P1P1N1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"387" "LC2008-CMP471" "C42H38N2P2RhS" "147" 247 "toluene-d8" 767.682542 42 2 1 0 "S=C=N[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N1=CC=CC=C1" "P1P1N1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"388" "LC2008-CMP472" "C43H38N4P2Rh" "139" 247 "toluene-d8" 775.641642 43 4 1 0 "N#CN([Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N1=CC=CC=C1)C#N" "P1P1N1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"389" "LC2008-CMP473" "C60H54BN2P2Rh" "111" 247 "toluene-d8" 978.748182 60 2 1 0 "c1ccc(cc1)[B](c1ccccc1)(c1ccccc1)C#N[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N1=CC=CC=C1" "P1P1N1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"390" "LC2008-CMP474" "C48H45LiN2P2Rh" "225" 203 "THF" 821.678322 48 2 1 0 "c1ccc(cc1)N[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)Nc1ccccc1.[LiH]" "N1N1P1P1" "J.-J. Brunet, G. Commenges, D. Neibecker, K. Philippot and L. Rosenberg, Inorg.Chem., 1994, 33, 6373."
"391" "LC2008-CMP476" "C51H53BN6P2Rh" "329" 300 "CD2Cl2" 925.670742000001 51 6 1 0 "Cc1nn(c(c1)C)[B]([Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1)(n1nc(cc1C)C)n1nc(cc1C)C" "P1P1B1" "V. Cı̂rcu, M. A. Fernandes and L. Carlton, Inorg. Chem., 2002, 41, 3859."
"392" "LC2008-CMP477" "C51H47BF6N6P2Rh" "313" 300 "CD2Cl2" 1033.6135212 51 6 1 0 "Fc1ccc(cc1)P([Rh](P(c1ccc(cc1)F)(c1ccc(cc1)F)c1ccc(cc1)F)[B](n1nc(cc1C)C)(n1nc(cc1C)C)n1nc(cc1C)C)(c1ccc(cc1)F)c1ccc(cc1)F" "P1P1B1" "V. Cı̂rcu, M. A. Fernandes and L. Carlton, Inorg. Chem., 2002, 41, 3859."
"393" "LC2008-CMP478" "C41H38ClNP2Rh" "162" 247 "toluene-d8" 745.053142 41 1 1 0 "Cl[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N1=CC=CC=C1" "P1P1Cl1N1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"394" "LC2008-CMP479" "C36H49BClNP2Rh" "7552" NA "DCCl3" 706.897982 36 1 1 0 "CC1=CC=N(C=C1)[Rh]([B](c1ccccc1P(C(C)C)C(C)C)(c1ccccc1P(C(C)C)C(C)C)c1ccccc1)Cl" "B1Cl1N1" "S. Bontemps, H. Gornitzka, G. Bouhadir, K. Miqueu and D. Bourissou, Angew. Chem. Int. Ed., 2006, 45, 1611."
"395" "LC2008-CMP480" "C44H45NP2RhS" "49" 248 "toluene-d8" 784.752822 44 1 1 0 "CC(S[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N1=CC=CC=C1)C" "P1P1N1S1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"396" "LC2008-CMP481" "C47H49NP2RhS" "47" 248 "toluene-d8" 824.816682 47 1 1 0 "C1CCC(CC1)S[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)N1=CC=CC=C1" "P1P1N1S1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"397" "LC2008-CMP482" "C47H38F5NP2RhS" "7" 248 "toluene-d8" 908.721358 47 1 1 0 "Fc1c(S[Rh](P(c2ccccc2)(c2ccccc2)c2ccccc2)(P(c2ccccc2)(c2ccccc2)c2ccccc2)N2=CC=CC=C2)c(F)c(c(c1F)F)F" "P1P1N1S1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"398" "LC2008-CMP483" "C56H51O2P3Rh" "26" 248 "toluene-d8" 951.829723 56 0 1 2 "CC(=O)O[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "O1P1P1P1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"399" "LC2008-CMP484" "C41H45O2P3Rh" "138" 248 "toluene-d8" 765.621583 41 0 1 2 "CC(=O)O[Rh](P(c1ccccc1)(c1ccccc1)C)(P(c1ccccc1)(c1ccccc1)C)P(c1ccccc1)(c1ccccc1)C" "O1P1P1P1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"400" "LC2008-CMP485" "C56H48F3O2P3Rh" "38" 248 "toluene-d8" 1005.8011126 56 0 1 2 "O=C(C(F)(F)F)O[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "O1P1P1P1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"401" "LC2008-CMP486" "C61H53O2P3Rh" "20" 248 "toluene-d8" 1013.899103 61 0 1 2 "O=C(c1ccccc1)O[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "O1P1P1P1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"402" "LC2008-CMP505" "C54H80BO2P2Rh" "65" 243 "CD2Cl2" 936.875822 54 0 1 2 "c1ccc(cc1)[B](c1ccccc1)(c1ccccc1)c1ccccc1.COCCP(C1CCCCC1)(C1CCCCC1)[Rh]P(C1CCCCC1)(C1CCCCC1)CCOC" "P1P1" "E. Lindner, B. Keppeler, H. A. Mayer and K. Gierling, J. Organomet. Chem., 1996, 515, 139."
"403" "LC2008-CMP506" "C54H81BO4P2RhS" "1950" 243 "CD2Cl2" 1001.947562 54 0 1 4 "c1ccc(cc1)[B](c1ccccc1)(c1ccccc1)c1ccccc1.COCCP([Rh](P(C1CCCCC1)(C1CCCCC1)CCOC)S(=O)=O)(C1CCCCC1)C1CCCCC1" "P1P1S1" "E. Lindner, B. Keppeler, H. A. Mayer and K. Gierling, J. Organomet. Chem., 1996, 515, 139."
"404" "LC2008-CMP507" "C30H61ClO4P2RhS" "1650" 295 "CD2Cl2" 718.173962 30 0 1 4 "COCCP([Rh](P(C1CCCCC1)(C1CCCCC1)CCOC)(S(=O)=O)Cl)(C1CCCCC1)C1CCCCC1" "P1P1S1Cl1" "E. Lindner, B. Keppeler, R. Fawzi and M. Steimann, Chem. Ber., 1996, 129, 1103."
"405" "LC2008-CMP508" "C54H48ClP3Rh" "-81" 305 "CD2Cl2" 928.238703 54 0 1 0 "Cl[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "Cl1P1P1P1" "T. H. Brown and P. J. Green, J. Am. Chem. Soc., 1970, 92, 2359."
"406" "LC2008-CMP509" "C54H48ClP3Rh" "-19" 300 "DCCl3" 928.238703 54 0 1 0 "Cl[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "Cl1P1P1P1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"407" "LC2008-CMP510" "C54H48ClP3Rh" "-18" 247 "DCCl3" 928.238703 54 0 1 0 "Cl[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "Cl1P1P1P1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"408" "LC2008-CMP511" "C54H48ClP3Rh" "-82" 300 "CD2Cl2" 928.238703 54 0 1 0 "Cl[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "Cl1P1P1P1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"409" "LC2008-CMP512" "C54H48ClP3Rh" "-106" 247 "CD2Cl2" 928.238703 54 0 1 0 "Cl[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "Cl1P1P1P1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"410" "LC2008-CMP513" "C54H48ClP3Rh" "-49" 300 "toluene-d8" 928.238703 54 0 1 0 "Cl[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "Cl1P1P1P1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"411" "LC2008-CMP514" "C54H48ClP3Rh" "-49" 247 "toluene-d8" 928.238703 54 0 1 0 "Cl[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "Cl1P1P1P1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"412" "LC2008-CMP515" "C54H48ClP3Rh" "-70" 300 "DMSO" 928.238703 54 0 1 0 "Cl[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "Cl1P1P1P1" "L. Carlton, Magn. Reson. Chem., 2004, 42, 760."
"413" "LC2008-CMP516" "C105H93BClP5Rh" "32" 298 "CD2Cl2" 1658.900225 105 0 1 0 "c1ccc(cc1)[B](c1ccccc1)(c1ccccc1)c1ccccc1.Cl[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)CCP(c1ccccc1)(c1ccccc1)c1ccc(cc1)P(=CP(c1ccccc1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1" "Cl1P1P1" "S. Häp, M. Nieger, D. Gudat, M. Betke-Hornfeck and D. Schramm, Organometallics, 2001, 20, 2679."
"414" "LC2008-CMP519" "C30H61ClO4P2RhS" "955" 295 "CD2Cl2" 718.173962000001 30 0 1 4 "COCCP([Rh](P(C1CCCCC1)(C1CCCCC1)CCOC)(S(=O)=O)Cl)(C1CCCCC1)C1CCCCC1" "P1Cl1P1S1" "E. Lindner, B. Keppeler, R. Fawzi and M. Steimann, Chem. Ber., 1996, 129, 1103."
"415" "LC2008-CMP521" "C54H48BrP3Rh" "-142" 280 "CD2Cl2" 972.689703 54 0 1 0 "Br[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "Br1P1P1P1" "T. H. Brown and P. J. Green, J. Am. Chem. Soc., 1970, 92, 2359."
"416" "LC2008-CMP522" "C54H48IP3Rh" "-267" 260 "CD2Cl2" 1019.690173 54 0 1 0 "I[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "I1P1P1P1" "T. H. Brown and P. J. Green, J. Am. Chem. Soc., 1970, 92, 2359."
"417" "LC2008-CMP523" "C57H55P3RhS" "-59" 248 "toluene-d8" 967.938383 57 0 1 0 "CCCS[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "S1P1P1P1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"418" "LC2008-CMP524" "C57H55P3RhS" "33" 248 "toluene-d8" 967.938383 57 0 1 0 "CC(S[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1)C" "S1P1P1P1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"419" "LC2008-CMP525" "C60H59P3RhS" "39" 248 "toluene-d8" 1008.002243 60 0 1 0 "C1CCC(CC1)S[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "S1P1P1P1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"420" "LC2008-CMP526" "C61H55P3RhS" "-25" 248 "toluene-d8" 1015.981183 61 0 1 0 "c1ccc(cc1)CS[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "S1P1P1P1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"421" "LC2008-CMP527" "C60H53P3RhS" "-164" 248 "toluene-d8" 1001.954603 60 0 1 0 "c1ccc(cc1)S[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "S1P1P1P1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"422" "LC2008-CMP528" "C73H63P3RhS" "-338" 248 "toluene-d8" 1168.173103 73 0 1 0 "c1ccc(cc1)C(c1ccccc1)(c1ccccc1)S[Rh](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1" "S1P1P1P1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"423" "LC2008-CMP529" "C60H48F5P3RhS" "17" 248 "toluene-d8" 1091.906919 60 0 1 0 "Fc1c(S[Rh](P(c2ccccc2)(c2ccccc2)c2ccccc2)(P(c2ccccc2)(c2ccccc2)c2ccccc2)P(c2ccccc2)(c2ccccc2)c2ccccc2)c(F)c(c(c1F)F)F" "S1P1P1P1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"424" "LC2008-CMP530" "C45H42F5P3RhS" "-414" 248 "toluene-d8" 905.698779 45 0 1 0 "Fc1c(S[Rh](P(c2ccccc2)(c2ccccc2)C)(P(c2ccccc2)(c2ccccc2)C)P(c2ccccc2)(c2ccccc2)C)c(F)c(c(c1F)F)F" "S1P1P1P1" "L. Carlton, Magn. Reson. Chem., 1997, 35, 153."
"425" "LC2008-CMP538" "C17H41P3RhSi" "802" 293 "C6D6" 469.419723 17 0 1 0 "C[Si]([Rh](P(C)(C)C)(P(C)(C)C)P(C)(C)C)(c1ccccc1)C" "Si1P1P1P1" "M. Aizenberg, J. Ott, C. J. Elsevier and D. Milstein, J. Organomet. Chem., 1998, 551, 81."
"426" "LC2008-CMP539" "C27H45P3RhSi" "735" 293 "C6D6" 593.558483 27 0 1 0 "CP([Rh]([Si](c1ccccc1)(c1ccccc1)c1ccccc1)(P(C)(C)C)P(C)(C)C)(C)C" "Si1P1P1P1" "M. Aizenberg, J. Ott, C. J. Elsevier and D. Milstein, J. Organomet. Chem., 1998, 551, 81."
"427" "LC2008-CMP540" "C78H72As2ClO4P4Rh" "1187" 298 "CD2Cl2" 1485.500624 78 0 1 4 "c1ccc(cc1)P(c1ccccc1)CCP([Rh](P(c1ccccc1)(c1ccccc1)/C=C/[As](c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)/C=C/[As](c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.O[Cl](=O)(=O)=O" "P1P1P1" "J. M. Ernsting, C. J. Elsevier, W. G. J. de Lange and K. Timmer, Magn. Reson. Chem., 1991, 29, S118.; C. J. Elsevier, J. M. Ernsting and W. G. J. De Lange, J. Chem. Soc. Chem. Commun., 1989, 585."
"428" "LC2008-CMP541" "C52H51As2ClO4P2Rh" "1224" 298 "CD2Cl2" 1090.108162 52 0 1 4 "c1ccc(cc1)P(c1ccccc1)([Rh]P(c1ccccc1)(c1ccccc1)CC[As](c1ccccc1)c1ccccc1)CC[As](c1ccccc1)c1ccccc1.O[Cl](=O)(=O)=O" "P1P1" "J. M. Ernsting, C. J. Elsevier, W. G. J. de Lange and K. Timmer, Magn. Reson. Chem., 1991, 29, S118.; C. J. Elsevier, J. M. Ernsting and W. G. J. De Lange, J. Chem. Soc. Chem. Commun., 1989, 585."
"429" "LC2008-CMP542" "C52H51As2ClO4P2Rh" "1199" 298 "CD2Cl2" 1090.108162 52 0 1 4 "c1ccc(cc1)P(c1ccccc1)([Rh]P(c1ccccc1)(c1ccccc1)CC[As](c1ccccc1)c1ccccc1)CC[As](c1ccccc1)c1ccccc1.O[Cl](=O)(=O)=O" "P1P1" "J. M. Ernsting, C. J. Elsevier, W. G. J. de Lange and K. Timmer, Magn. Reson. Chem., 1991, 29, S118.; C. J. Elsevier, J. M. Ernsting and W. G. J. De Lange, J. Chem. Soc. Chem. Commun., 1989, 585."
"430" "LC2008-CMP543" "C38H65ClO2P2Rh" "1120" 295 "C6D6" 754.227522000001 38 0 1 2 "COCCP([Rh](P(C1CCCCC1)(C1CCCCC1)CCOC)(C#Cc1ccccc1)Cl)(C1CCCCC1)C1CCCCC1" "P1Cl1P1C1" "E. Lindner, B. Keppeler, H. A. Mayer, K. Gierling, R. Fawzi and M. Steimann, J Organomet. Chem., 1996, 526, 175."
